营业利润率（%）,净资产收益率（%）,资产报酬率（%）,速动比率（%）,现金比率（%）,资产负债率（%）,产权比率（%）,净利润增长率（%）,总资产增长率（%）,应收账款周转率（次）,总资产周转率（次）,流动资产周转率（次）,前五大股东持股总和占比（%）
0.4082604748342805,0.2703536912412082,0.4727376353619151,0.7271241830065368,0.5812273345421576,0.3943779499545178,112.76,0.3093471608350891,0.15526516198819346,0.15138872332816786,0.7668711656441719,0.45095132196688914,0.5994943109987357
0.5286480032832961,0.5172797652178313,0.6282059400924578,0.8823529411764717,0.9999999999999999,0.2568513579260378,14.73,1.0000000000000002,0.36808839864763265,0.10430325426153297,0.3527607361963191,0.22856436866814928,0.34412136536030347
0.6288880321365055,0.5405555836664473,0.9920207713254388,0.3390522875816997,0.3816296464188575,0.32008020116508296,59.8,0.5929677139671526,0.4460629520220027,0.18357372750029805,0.5368098159509204,0.3582900914257475,0.5828065739570164
0.0775678734438543,0.0,0.46893800265974295,0.08578431372549028,0.051280598368087016,0.5878102309795797,250.64,0.0,0.33292102620818115,0.4362856121110979,0.7668711656441719,1.0,0.5039190897597977
0.5792654868357232,0.7087992713656833,0.5639288202140461,0.26552287581699374,0.3252493200362646,0.46581377639632343,163.68,0.7919859997344559,0.8365420529014296,0.3325783764453451,1.0,1.0,0.43767383059418463
0.5195691917370377,0.4780650710924454,0.4638718257235135,0.20833333333333354,0.05241387126019943,0.5161920271332684,199.59,0.5159638539762068,0.43951454474017376,0.11622362617713673,0.47546012269938664,0.4015319990116136,0.602022756005057
0.6588605469673038,0.5537114810504478,0.5525299221075297,0.6617647058823537,0.9999999999999999,0.3497656310061789,80.96,0.6793895999398528,0.574363228025243,0.08582667779234712,0.4294478527607363,0.2718062762540154,0.37104930467762326
0.35913539865932065,0.0,0.22734469001329877,0.17973856209150346,0.2926677243880325,0.9592849458956384,515.43,0.35997378353752385,0.09293402600930356,1.0,1.0,0.716580182851495,0.2869785082174463
0.570435409852376,0.5243637099630623,0.6231397631562283,0.3022875816993467,0.18543177697189475,0.3505372277175496,81.51,0.7726700483578645,0.34965584481729944,0.09953510549529146,0.5674846625766873,0.2779836916234248,0.7268015170670038
0.8427997562401283,0.5317006527349086,0.539864479766956,0.4411764705882357,0.5028898458748865,0.26900049887234645,23.39,0.6024857189932993,0.540772324005491,0.14662057456192634,0.3527607361963191,0.3582900914257475,0.37812895069532243
0.4761650105090352,0.0,0.4379076689253373,0.32271241830065395,0.028898458748866717,1.0,544.4520000000001,0.31240651959349336,0.2040144161973641,0.09297890094170938,0.9509202453987732,0.5436125525080308,0.4780025284450064
0.6706754387055852,0.5671203764610635,0.48603634981951754,0.17973856209150346,0.30513372620126916,0.5721538322543137,239.48,0.6314996376759433,0.5628428818812847,0.6502562879961856,0.383435582822086,0.1853224610822832,0.3371681415929204
0.6719191115201412,1.0,0.5309986701285543,0.12254901960784327,0.25257819582955565,0.9177028976683188,485.79,0.8189003584848618,0.9922486260471389,1.0,0.5981595092024541,0.2594514455151965,0.6345132743362832
0.0,0.3325912057885948,0.3631815591159522,0.7802287581699355,0.9999999999999999,0.3254112329890983,63.6,0.4149450275222315,0.37075626828097036,0.0566217665991179,0.26073619631901845,0.12354830738818881,0.39051833122629587
0.8130759759722411,0.9526893690229217,0.6462541954277754,0.25326797385620936,0.8071736174070714,0.5582510624185263,229.57,1.0000000000000002,1.0,1.0,0.9202453987730064,0.4447739065974797,0.9643489254108724
0.6385886800900418,0.6035520922936801,0.7953897789880313,1.0,0.9999999999999999,0.26434286054189093,20.07,0.6832687868622739,0.9899445568183474,0.23602336392895462,0.8128834355828223,0.5374351371386212,0.7874841972187104
0.5288967378462073,0.4957749329555229,0.4695712747767717,0.2941176470588239,0.2874263372620126,0.5297300421600443,209.24,0.5422183510336236,0.5024520147266404,0.27953272142090835,0.5674846625766873,0.38917716827279475,0.7447534766118837
1.0,0.5380256034002934,0.5107339623836363,1.0,0.9999999999999999,0.29374770976067033,41.03,0.7531341430836099,0.8942650504227362,0.056025748003337705,0.29141104294478537,0.14825796886582657,0.6189633375474083
0.6975387714999937,0.0,0.3932619846748148,0.16748366013071914,0.09335335448776062,1.0,544.4520000000001,0.3840714986138907,0.23445238337771696,0.0,0.0,0.0,0.5811630847029078
0.5353638364818982,0.5909021909629104,0.809005129504148,0.31862745098039247,0.2626359927470534,0.5595277042500668,230.48,0.6862881540029212,0.38215534762341324,0.1764215043509358,1.0,0.8030639980232271,0.43451327433628323
0.7271381844864252,0.8122754642513788,0.520549680197581,0.12254901960784327,0.2141885766092474,0.9346780253184729,497.89,0.7329383761163663,0.6877476874420951,0.8934318750745025,0.4601226993865032,0.20385470719051152,0.661188369152971
0.19484621985648004,0.0,0.796972959280603,0.06127450980392164,0.22651291931096998,1.0,544.4520000000001,0.0,0.47613711879780946,0.9375372511622363,0.6441717791411045,1.0,0.7685208596713021
0.5995373537129851,0.4679451500278297,0.4670381863086569,1.0,0.9999999999999999,0.24728355870504184,7.91,0.5006470643753071,0.48741493133873703,0.4148289426630111,0.2300613496932516,0.10501606127996048,0.2695322376738306
0.634235825239096,0.7396650306127612,0.8390855550630107,0.32271241830065395,0.1467588395285584,0.40857532944373764,122.88,0.7933057231204342,0.5855197737646551,0.2074144713315056,1.0,1.0,0.0
0.6303804395139726,0.6452967666852198,0.5613957317459313,0.20833333333333354,0.5441126473254758,0.36676881671856465,93.08,0.7023447885323238,0.5461080632721664,0.3897961616402432,0.8588957055214725,0.9327897207808256,0.6863463969658661
0.24247888865397282,0.09780903708951061,0.33468431384966124,0.44526143790849715,0.7153785131459652,0.289482884301458,37.99,0.15106033775320704,0.36372279379308003,0.2038383597568244,0.8435582822085891,0.8154188287620461,0.6093552465233881
0.40253957988732314,0.31994130445782515,1.0,0.04901960784313732,0.1450589301903898,1.0,544.4520000000001,0.35997378353752385,0.34820064319911526,0.5453570151388725,0.4601226993865032,0.5621447986162591,0.6916561314791403
0.5670774932530749,0.5155087790315235,0.4828699892343741,0.37173202614379125,0.6758556210335446,0.33093867124873527,67.54,0.5527361465036931,0.47759232041599364,0.14125640719990465,0.5521472392638038,0.34593526068692865,0.41618204804045517
0.0,0.28340585943429636,0.5709537947279476,0.09803921568627462,0.24025385312783307,0.0,-168.3556,0.0,0.0,0.10072714268685184,0.49079754601227,0.24709661477637762,0.6240202275600506
0.568569900630542,0.499063907301523,0.6297891203850295,1.0,0.9999999999999999,0.2476904006074009,8.2,0.7063239544991372,0.5445315948524668,0.06854213851472166,0.41411042944785287,0.20385470719051152,0.7074589127686473
0.7068663176091633,0.6574406719627587,0.6193401304540562,0.06535947712418307,0.17650725294650943,0.9239037294215156,490.21,0.733058350969637,0.5303433790751709,0.8058171414948148,0.3067484662576688,0.1359031381270077,0.8039190897597979
0.34110214284825935,0.31994130445782515,0.36729782787663867,0.5433006535947719,0.8784281504986398,0.3343056387165344,69.94,0.1788345162853867,0.6849585510072421,0.12397186792227918,0.5061349693251534,0.32740301457870036,0.5067003792667509
0.6803760866591216,0.5805292718716794,0.4857197137610032,0.2042483660130721,0.28969288304623747,0.8608432345558604,445.26,0.6281603375932406,0.6870200866330031,0.32900226487066403,0.383435582822086,0.16061279960464545,0.6644753476611883
0.18601614287313284,0.0,0.4138433284782472,0.020424836601307214,0.054397098821396164,1.0,544.4520000000001,0.0,0.5940084498707296,0.5715818333532007,0.3067484662576688,0.14825796886582657,0.5321112515802782
0.5516559503525812,0.49425694479583054,0.4686213666012286,0.04901960784313732,0.06077175883952853,0.41247540009393835,125.66,0.5953072236059324,0.43126840223713,0.2473477172487782,0.4294478527607363,0.4015319990116136,0.33994943109987363
0.5254144539654507,0.48287203359813785,0.4721043632448864,0.27369281045751664,0.5050147325475972,0.5582089753251788,229.54,0.6425573199857312,0.5275542426403178,0.44105376087733944,1.0,0.8463059056090934,0.30821744627054365
0.3223226833484646,0.3133633557658249,0.7564435437907671,0.4411764705882357,0.072812783318223,0.35627510144392394,85.6,0.25581838046745414,0.477349786812963,0.08880677077124807,0.5368098159509204,0.33358042994810977,0.658912768647282
0.2470804780678298,0.28340585943429636,0.1456525869165981,0.11846405228758182,0.15695829555757018,0.0,-168.3556,0.35997378353752385,0.2938731161202385,0.423769221599714,0.9049079754601229,0.7104027674820856,0.5297092288242731
0.43798425510216765,0.38293781308505787,0.6380216579064025,0.20833333333333354,0.053830462375339956,0.5238238200602798,205.03,0.23672238298852577,0.10772857579417627,0.07450232447252356,0.47546012269938664,0.29651593773165313,1.0
0.5481736664718245,0.6126600212518342,0.7605598125514534,0.4411764705882357,0.4541591115140524,0.3853292248848076,106.31,0.6585739628973769,0.812046158995329,0.32661819048754326,1.0,1.0,0.5217446270543615
0.6773912719041874,0.5362546172139857,0.490152618580204,0.25735294117647084,0.18019038984587482,0.3787355802603676,101.61,0.5751514482564457,0.637785765217771,0.09476695672904994,0.3527607361963191,0.308870768470472,0.7292035398230089
0.24471749972017354,0.43986236907352116,0.7934899626369452,0.16748366013071914,0.0140242520398912,0.3457673571381674,78.11,0.38505129324893517,0.48426199449933793,0.06615806413160091,0.2760736196319019,0.16679021497405488,0.5030341340075853
0.4944470008830076,0.43379041643475175,0.44265720980305245,0.6781045751633995,0.3246826835902084,0.32423279437536856,62.76,0.4619751700043673,0.4404846791522966,0.1341041840505424,0.6595092024539878,0.4756609834445269,0.5283185840707965
0.39308766649669796,0.07630420482720224,0.3467164840732063,0.2410130718954251,0.04193109700815954,0.7245511972655734,348.11,0.35997378353752385,0.2019528805716032,0.09417093813326977,0.7055214723926382,0.4077094143810231,0.5973451327433629
0.6425684330966208,0.5220867277235237,0.8555506301057566,0.4738562091503273,0.9999999999999999,0.2947718290321259,41.76,0.5610144113793751,1.0,0.08761473357968769,0.3067484662576688,0.2779836916234248,0.8614412136536032
0.32294451975574257,0.18737033851135948,0.42587549870179225,0.18790849673202636,0.16545784224841334,0.5132739886611758,197.51,0.41204563523485493,0.0,0.12039575634759805,0.3527607361963191,0.2779836916234248,0.37812895069532243
0.5829965052793911,0.5592774376359864,0.5101006902666076,0.4820261437908501,0.37709655485040783,0.46892822130403766,165.9,0.6780698765538745,1.0,0.09536297532483015,0.5981595092024541,0.32740301457870036,0.5453855878634639
0.5260362903727287,0.5967211455750645,1.0,0.0776143790849674,0.2630609700815955,1.0,544.4520000000001,0.561054402997132,0.4637679050432438,1.0,0.6748466257668713,0.8524833209785028,0.3206068268015171
0.6494086335766786,0.8393462530992258,0.9071623076435946,0.6045751633986935,0.6754306436990024,0.33409520324979697,69.79,0.7537140215410852,0.6849585510072421,0.21873882465132916,1.0,0.8154188287620461,0.7610619469026549
0.6746551917121643,0.5233517178566006,0.7330124754607056,0.23692810457516367,0.2117803717135085,0.39601934659506993,113.93,0.7566334096373403,0.44679055283109476,0.07033019430206222,0.3374233128834357,0.22238695329873986,0.37041719342604307
0.0,0.2802206142792085,0.42239250205813444,0.15931372549019623,0.08329555757026288,0.5497634985934493,223.52,0.23268322959507703,0.5325261815024472,0.05542972940755752,0.29141104294478537,0.14208055349641713,0.6255372945638432
0.5841158108124913,0.6078530587461417,0.5227661326071814,0.3308823529411768,0.28629306436990015,0.4355250982172468,142.09,0.6987655387430797,0.6336626939662491,0.1275479794969603,0.8895705521472395,0.5992092908327157,0.7635903919089759
0.5913291131369158,0.5233517178566006,0.47653726806408725,0.26552287581699374,0.3379986400725294,0.4719444629939411,168.05,0.616242835501679,0.7716643140907173,0.11085945881511504,0.3987730061349694,0.3150481838398814,0.5174462705436157
0.5583717835511832,0.49425694479583054,0.47717054018111593,1.0,0.1971894832275611,0.28002731732938874,31.25,0.5156039294163945,0.674529606076922,0.051853617832876384,0.3527607361963191,0.14825796886582657,0.9305941845764856
0.44096906985710194,0.28340585943429636,0.2916218098917105,0.08986928104575172,0.134859474161378,0.0,-168.3556,0.35997378353752385,0.21274562590646934,0.23959947550363575,0.7515337423312884,0.5374351371386212,0.5338811630847029
0.5542676632631487,0.5380256034002934,1.0,0.23692810457516367,0.2473368087035357,0.4950081901483654,184.49,1.0000000000000002,0.5783650324752495,0.1954940994159018,0.7208588957055216,0.5744996293550779,0.5116308470290771
0.667690623950651,0.6366948337802965,0.5582293711607879,0.21650326797385644,0.23047937443336347,0.3353858741124533,70.71,0.7009250861019533,0.4757733183932634,0.2014542853737037,0.6595092024539878,0.6980479367432667,0.8871049304677624
0.6260275846630268,0.5023528816475231,0.4626052814894561,0.1470588235294119,0.15497506799637345,0.5585737301341904,229.8,0.5382191892579318,0.6872626202360338,1.0,0.3374233128834357,0.154435384235236,0.24487989886219977
0.5103660129093237,0.4922329605829074,0.4632385536064848,0.12663398692810474,0.28218495013599265,0.4388499785916985,144.46,0.5257218087088948,0.5144574280766601,0.6931696268923591,0.5214723926380369,0.8401284902396838,0.2447534766118837
0.6099842053552551,0.6232859383696807,0.5335317585966691,0.24918300653594794,0.38573776065276505,0.39502328538584597,113.22,0.7273995370570331,0.5543542057752102,0.32840624627488385,0.7975460122699388,0.5436125525080308,0.22932996207332493
0.2637456937828795,0.10818195618074167,0.5883097967196506,0.18382352941176489,0.3996203535811422,0.6554441899889956,298.85,0.0,0.3714838690900625,0.1639051138395518,0.5061349693251534,0.34593526068692865,0.5873577749683944
0.5638439439352294,0.48919698426352265,0.46450509784054217,0.03676470588235298,0.04164777878513144,0.5812446444173714,245.96,0.9656895914616299,0.4911742021857129,0.4011205149600668,0.4294478527607363,1.0,0.6010113780025285
0.8607086447697339,0.6511157212973738,0.5123171426762081,0.17565359477124204,0.37114687216681763,0.5710034517028156,238.66,0.7171416871023836,0.5479270652948967,1.0,0.3374233128834357,0.16679021497405488,0.7049304677623263
0.6961707314039821,0.5013408895410615,0.6351719333797734,0.6004901960784321,0.7479601087941974,0.3646644620511902,91.58,0.9392751279331855,0.26355641574140093,0.132912146858982,0.44478527607361973,0.37682233753397587,0.2785082174462706
0.5359856728891762,0.48312503162475323,0.5797606231397633,0.27369281045751664,0.027340208522212136,0.358660036733615,87.3,0.5090652999131384,0.41380598281891956,0.12099177494337825,0.383435582822086,0.1853224610822832,0.5280657395701643
0.3613740097255213,0.28958154126397806,0.428408587169907,0.3349673202614383,0.09972801450589298,0.4091364906883708,123.28,0.14058253390089448,0.20462075020494086,0.08523065919656694,0.6441717791411045,0.34593526068692865,0.6010113780025285
0.552650888604226,0.5124728027121388,0.6282059400924578,0.31862745098039247,0.2290627833182229,0.4622083153995552,161.11,0.51540397132761,0.13246700330330763,0.08940278936702825,0.47546012269938664,0.308870768470472,0.23299620733249052
0.5328764908527863,0.499063907301523,0.4717877271863721,0.4575163398692815,0.6550317316409789,0.35922119797824825,87.7,0.5880287491741732,0.2681645541989843,0.16569316962689237,0.628834355828221,0.463306152705708,0.26725663716814163
0.523797679306528,0.4785710671456762,1.0,0.2900326797385624,0.17622393472348133,0.4356513594972893,142.18,0.35997378353752385,0.482564259278123,0.07807843604720469,0.49079754601227,0.308870768470472,0.197724399494311
0.5675749623788973,0.5132317967919849,0.490152618580204,0.2982026143790853,0.15624999999999992,0.2951646419033691,42.04,0.6133034515965455,0.5475632648903506,0.36714745500059603,0.7055214723926382,0.4756609834445269,0.42490518331226307
0.27394381086223824,0.0,0.16940029130517392,0.22875816993464076,0.1399592021758839,0.5376564447404881,214.89,0.0,0.3752431399370383,0.08701871498390751,0.5061349693251534,0.28416110699283426,0.6236409608091025
0.6229184026266369,0.5876132166169103,0.643087834842632,0.6004901960784321,0.5725861287398003,0.3972679303643788,114.82,0.7833278144900832,0.32431108330059133,0.09893908689951128,0.6134969325153375,0.3026933531010626,0.3686472819216183
0.167858519780616,0.27566664980013145,0.4733709074789438,0.42483660130719003,0.11049410698096097,0.4125595742806333,125.72,0.0,0.28538444001416396,0.11205149600667541,0.383435582822086,0.1853224610822832,0.390644753476612
0.0,0.22354905631736066,0.8280032930150086,0.2941176470588239,0.4082615593834994,0.3901411825575372,109.74,0.16357771411112243,0.5302221122736556,0.10847538443199428,0.36809815950920255,0.2594514455151965,0.5547408343868521
0.0,0.0,0.3182192388069154,0.03676470588235298,0.01005779691749773,1.0,544.4520000000001,0.35997378353752385,0.3752431399370383,0.10311121706997259,0.3067484662576688,0.29033852236224367,0.620480404551201
0.7799942791050529,0.6824874765976825,0.5075676017984929,0.17973856209150346,0.19421464188576598,0.7908383692878694,395.36,0.9807464355471096,0.6406961684541393,1.0,0.36809815950920255,0.16679021497405488,0.7412136536030342
0.6581143432785702,0.5921671810959874,0.48413653346843144,0.008169934640522888,0.04788077969174975,0.8235821279122163,418.7,0.8310378144740864,0.458310898975053,1.0,0.36809815950920255,0.16061279960464545,0.3768647281921619
0.24223015409106163,0.0,0.08707491609144452,0.2941176470588239,0.30513372620126916,0.6721527660479488,310.76,0.0,0.20061894575493433,0.31469781857193946,1.0,0.9945638744749199,0.5188369152970923
0.7062444812018853,0.6301168850882963,0.7010322335507568,0.44526143790849715,0.7590095194922934,0.3470019118763604,78.99,0.8428753333301342,1.0,0.13112409107164144,0.5981595092024541,0.4015319990116136,0.6529709228824273
0.580260425087368,0.6151900015179881,0.7491609144449372,0.36764705882352977,0.36774705349048037,0.472112811367331,168.17,0.6193421858778402,0.7385584772770268,0.1388723328167839,0.8282208588957057,0.4756609834445269,0.3843236409608092
0.5014115686445209,0.4492232960582907,0.6123741371667406,0.23692810457516367,0.24804510426110596,0.5153643142974345,199.0,0.450637546370281,0.7261892635224612,1.0,0.7668711656441719,0.38917716827279475,0.4064475347661189
0.5398410586142997,0.5198097454839852,0.48033690076625934,0.28594771241830097,0.18033204895738886,0.41079191636003876,124.46,0.6683119218211865,0.5921894478479994,0.11622362617713673,0.7055214723926382,0.49419322955275524,0.7327433628318584
